cell_id,latitude,longitude,geology_class,lithology,host_rock,metallogenesis,morphogenesis,fault_distance_km,lineament_distance_km,contact_distance_km,elevation_m,slope_deg,aspect_deg,ndvi,bsi,swir1,swir2,mn_occurrence,synthetic_demo
GRID_0511,21.621403,79.287441,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,0.233,2.114,5.139,356.78,0.2,182.64,0.4948,0.2397,0.1408,0.1442,1,1
GRID_0512,21.455507,80.436851,Granite,Granite,Granite,Other,Mixed Terrain,3.847,2.63,1.392,365.6,4.53,245.5,0.4805,0.1405,0.2265,0.1206,0,1
GRID_0513,21.892819,79.827647,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,5.699,6.037,1.811,567.26,12.7,222.8,0.458,0.3369,0.2111,0.1462,1,1
GRID_0514,21.836154,79.914605,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,2.684,0.231,1.579,504.23,5.6,111.22,0.7524,0.2261,0.2614,0.1224,0,1
GRID_0515,21.138436,80.07723,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,3.605,0.681,0.607,552.48,5.28,100.72,0.468,0.2617,0.1611,0.164,0,1
GRID_0516,21.122412,80.496936,Granite,Granite,Granite,Other,Mixed Terrain,0.948,2.696,1.848,463.97,7.32,122.97,0.5151,0.1389,0.345,0.3002,0,1
GRID_0517,21.419994,79.226763,Granite,Granite,Granite,Other,Mixed Terrain,0.915,0.44,2.892,355.16,8.9,78.64,0.4891,0.0581,0.1881,0.1596,0,1
GRID_0518,21.78897,79.867581,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,8.251,1.095,1.645,481.28,7.43,272.66,0.2698,0.339,0.3141,0.114,1,1
GRID_0519,21.939185,80.162811,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,2.339,1.337,2.83,537.93,12.09,347.25,0.307,0.1981,0.2824,0.1535,1,1
GRID_0520,21.227854,80.21179,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,2.552,0.696,1.347,484.38,7.43,312.4,0.2566,0.1129,0.255,0.2737,1,1
GRID_0521,21.605011,80.169545,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,3.394,2.394,1.444,318.07,10.7,78.46,0.3048,0.228,0.2572,0.1633,1,1
GRID_0522,21.423757,79.388209,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,0.968,1.703,0.213,304.69,8.79,18.69,0.3489,0.1653,0.11,0.1315,0,1
GRID_0523,21.924427,79.619154,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,3.519,1.174,0.315,484.09,2.83,272.55,0.3977,0.397,0.2047,0.0761,1,1
GRID_0524,21.815801,79.702202,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,8.009,8.0,3.35,403.44,15.14,140.48,0.3958,0.1301,0.4676,0.16,0,1
GRID_0525,21.812579,80.326212,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,1.497,0.614,1.931,456.55,12.62,296.86,0.5222,0.2425,0.2549,0.0931,0,1
GRID_0526,21.498389,79.590264,Granite,Granite,Granite,Other,Mixed Terrain,5.308,1.018,0.455,368.5,5.73,280.52,0.6461,0.3322,0.2688,0.193,0,1
GRID_0527,21.452597,79.494987,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,2.375,1.518,0.53,440.77,7.56,225.15,0.6129,0.2718,0.1057,0.1547,0,1
GRID_0528,21.332396,80.540427,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,1.698,2.749,0.457,336.48,10.46,91.92,0.4745,0.2559,0.223,0.0544,1,1
GRID_0529,21.147919,79.212409,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,9.827,4.024,1.267,451.01,8.72,37.45,0.2971,0.109,0.215,0.2798,0,1
GRID_0530,21.835014,80.596949,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,7.305,0.315,2.058,491.91,8.43,90.95,0.5979,0.1964,0.1882,0.3083,1,1
GRID_0531,21.790966,80.14755,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,5.397,3.829,0.844,496.62,10.02,183.51,0.3419,0.2446,0.2802,0.1954,1,1
GRID_0532,21.94976,80.359857,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,3.274,0.449,1.225,318.93,9.41,352.61,0.4995,0.2037,0.2101,0.2722,1,1
GRID_0533,21.947141,79.612467,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,2.584,1.523,1.262,469.86,9.43,22.93,0.475,0.3875,0.1893,0.1938,0,1
GRID_0534,21.572117,79.220041,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,5.046,2.643,0.783,380.06,8.37,72.03,0.2602,0.1568,0.1371,0.0632,1,1
GRID_0535,21.753639,80.233017,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,2.677,6.192,1.733,559.79,10.56,225.82,0.3459,0.1847,0.1626,0.1647,0,1
GRID_0536,21.903051,80.367802,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,0.25,1.737,1.258,511.27,8.84,109.57,0.5121,0.5416,0.1712,0.1421,0,1
GRID_0537,21.8222,80.236667,Granite,Granite,Granite,Other,Mixed Terrain,0.774,1.027,1.74,432.2,8.94,309.06,0.4056,0.2962,0.216,0.0902,1,1
GRID_0538,21.310246,79.39999,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,8.466,1.667,2.071,615.47,13.5,50.19,0.85,0.0445,0.2054,0.1801,0,1
GRID_0539,21.482963,80.254799,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,3.052,1.792,0.132,368.15,9.73,346.74,0.3588,0.2497,0.1961,0.1353,1,1
GRID_0540,21.209786,80.276492,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,2.147,2.242,1.583,425.16,9.32,328.45,0.2687,0.291,0.1221,0.1913,1,1
GRID_0541,21.910943,80.121957,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,5.364,8.0,1.323,476.01,4.44,319.51,0.4417,0.0678,0.1696,0.224,1,1
GRID_0542,21.615248,80.272562,Granite,Granite,Granite,Other,Mixed Terrain,1.361,2.111,1.796,602.93,4.65,62.3,0.3784,0.1379,0.2489,0.2819,1,1
GRID_0543,21.294346,80.38429,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,3.129,0.198,2.972,554.41,12.57,118.62,0.1556,0.0132,0.3421,0.178,1,1
GRID_0544,21.670946,80.059046,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,3.33,3.064,1.277,498.15,10.28,289.47,0.5637,0.2211,0.352,0.1127,1,1
GRID_0545,21.625409,79.324047,Granite,Granite,Granite,Other,Mixed Terrain,1.74,2.148,0.18,355.42,11.67,290.81,0.5886,-0.047,0.38,0.1478,1,1
GRID_0546,21.404438,79.882679,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,2.962,1.903,0.676,355.29,8.79,253.86,0.5666,0.0696,0.2584,0.1548,0,1
GRID_0547,21.196524,79.308709,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,1.121,4.44,4.802,489.11,9.59,161.3,0.4813,-0.0136,0.2361,0.3179,0,1
GRID_0548,21.670837,79.77056,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,0.837,3.809,0.843,323.54,7.42,112.17,0.4084,0.226,0.2844,0.1736,0,1
GRID_0549,21.542262,79.769949,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,2.402,0.578,0.812,457.23,7.89,346.66,0.4576,0.1326,0.2149,0.2105,1,1
GRID_0550,21.756471,79.292414,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,4.091,1.594,0.61,498.36,6.33,50.13,0.4104,0.2356,0.2962,0.2453,1,1
GRID_0551,21.542139,79.688349,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,2.997,0.408,0.717,304.39,13.33,15.75,0.3286,-0.0769,0.2287,0.2626,1,1
GRID_0552,21.824354,79.355397,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,2.407,0.325,1.123,485.07,5.15,3.29,0.6765,0.0706,0.2594,0.1923,1,1
GRID_0553,21.569121,80.331529,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,1.889,0.534,0.064,506.15,9.23,279.01,0.6324,0.2906,0.189,0.159,0,1
GRID_0554,21.576797,80.526763,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,1.858,2.337,1.081,399.12,7.37,20.41,0.5356,0.019,0.3075,0.1505,0,1
GRID_0555,21.845156,79.301243,Granite,Granite,Granite,Other,Mixed Terrain,0.698,3.456,0.644,416.68,11.81,193.91,0.3618,0.3232,0.171,0.103,1,1
GRID_0556,21.44296,80.537161,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,5.793,3.546,0.769,278.05,8.91,132.23,0.5236,0.1587,0.1955,0.2333,0,1
GRID_0557,21.213913,79.931607,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,3.346,1.715,1.531,420.68,9.85,52.89,0.3919,0.0629,0.2165,0.3444,0,1
GRID_0558,21.124465,79.619392,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,4.556,0.656,0.745,300.32,8.83,266.61,0.3856,0.0718,0.1814,0.2611,0,1
GRID_0559,21.741867,79.307607,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,2.896,0.964,1.688,371.35,4.03,19.8,0.4274,0.21,0.2797,0.1813,1,1
GRID_0560,21.627263,79.900874,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,1.487,3.092,0.725,395.81,10.2,114.62,0.5006,0.4873,0.2491,0.1029,1,1
GRID_0561,21.698468,80.312322,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,0.655,0.247,2.003,331.75,7.6,202.39,0.3659,0.5605,0.1717,0.1467,0,1
GRID_0562,21.28102,80.189921,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,2.385,2.08,0.13,324.01,4.95,144.87,0.4077,-0.0069,0.2035,0.2042,1,1
GRID_0563,21.215916,79.270316,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,1.045,0.49,1.02,328.18,2.36,93.29,0.6408,0.2742,0.2498,0.1596,1,1
GRID_0564,21.112363,79.302063,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,1.252,2.327,0.696,533.76,4.73,333.36,0.1622,0.4133,0.2546,0.1724,1,1
GRID_0565,21.397999,79.764023,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,6.053,3.124,0.945,424.05,11.06,335.15,0.5927,0.0057,0.1732,0.2031,1,1
GRID_0566,21.60143,79.613407,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,5.383,1.012,1.284,537.64,15.05,149.79,0.4089,0.0925,0.2411,0.1928,1,1
GRID_0567,21.433407,79.525338,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,2.861,0.338,1.034,395.59,8.47,141.75,0.3564,0.2207,0.2836,0.3194,1,1
GRID_0568,21.471854,79.593406,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,2.069,1.334,0.46,397.41,4.01,110.66,0.3816,0.1857,0.2188,0.3166,1,1
GRID_0569,21.868535,80.324876,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,0.548,1.799,0.434,394.0,9.67,308.07,0.4318,-0.0138,0.1682,0.1614,1,1
GRID_0570,21.396017,80.500919,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,0.373,0.737,0.402,250.0,12.31,204.45,0.5785,0.2847,0.3333,0.2419,1,1
GRID_0571,21.536891,79.767144,Granite,Granite,Granite,Other,Mixed Terrain,3.841,1.93,1.264,473.06,15.68,32.23,0.4581,0.2408,0.284,0.0965,0,1
GRID_0572,21.766105,80.468555,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,3.998,3.9,1.833,420.91,13.06,307.2,0.3513,0.3118,0.2109,0.2364,0,1
GRID_0573,21.437061,79.650094,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,0.841,5.889,0.515,434.37,8.9,192.56,0.5405,0.2547,0.2467,0.209,1,1
GRID_0574,21.628774,79.867012,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,0.929,1.074,3.124,252.26,10.3,149.61,0.4146,0.2539,0.2151,0.1259,1,1
GRID_0575,21.833009,79.516441,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,3.546,4.567,0.558,427.57,5.11,121.63,0.5143,0.1841,0.1707,0.2492,1,1
GRID_0576,21.907093,80.096666,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,4.785,2.927,1.819,392.72,11.19,35.79,0.4734,0.3492,0.2878,0.1185,1,1
GRID_0577,21.225012,80.570574,Granite,Granite,Granite,Other,Mixed Terrain,4.55,3.912,0.431,440.68,11.74,344.41,0.2601,-0.0058,0.3566,0.172,0,1
GRID_0578,21.887599,80.04489,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,6.555,2.824,1.579,423.55,0.2,266.85,0.5215,0.0263,0.3034,0.1887,0,1
GRID_0579,21.518299,79.70094,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,8.905,6.424,2.809,388.74,8.57,47.44,0.1669,0.3335,0.2572,0.0786,0,1
GRID_0580,21.319508,80.106944,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,1.664,0.569,0.655,477.86,13.96,184.06,0.414,0.1404,0.2178,0.1896,0,1
GRID_0581,21.490265,79.372089,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,0.816,1.853,1.077,517.1,5.32,200.01,0.2684,0.0529,0.0537,0.1259,0,1
GRID_0582,21.933028,80.444123,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,0.827,0.851,1.647,395.34,0.2,60.44,0.1144,0.2982,0.3499,0.1552,1,1
GRID_0583,21.518725,79.904318,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,1.201,2.063,1.702,306.89,7.89,153.8,0.4694,0.2746,0.1933,0.1742,0,1
GRID_0584,21.379439,79.82909,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,2.803,3.82,2.72,312.48,12.3,232.47,0.5633,-0.0985,0.2983,0.0783,0,1
GRID_0585,21.638391,80.020211,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,2.222,1.353,0.269,465.94,9.6,102.24,0.425,0.2755,0.3059,0.1495,0,1
GRID_0586,21.304124,80.074697,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,1.503,4.708,1.083,540.14,8.11,119.38,0.6355,0.0917,0.3039,0.1695,1,1
GRID_0587,21.164484,79.300486,Granite,Granite,Granite,Other,Mixed Terrain,2.489,3.751,0.465,275.84,4.3,43.93,0.4301,0.2487,0.1421,0.158,1,1
GRID_0588,21.209548,80.155664,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,1.408,1.747,0.671,343.48,3.61,148.77,0.4584,0.169,0.3088,0.1228,1,1
GRID_0589,21.208839,79.538704,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,3.661,0.378,0.576,401.74,8.73,210.19,0.2952,0.266,0.2068,0.0987,1,1
GRID_0590,21.229117,80.199534,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,4.975,1.709,1.13,256.58,7.77,41.95,0.5231,0.1785,0.2337,0.1189,0,1
GRID_0591,21.218003,80.351549,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,2.775,7.6,0.639,421.78,11.41,221.32,0.516,0.0054,0.2316,0.0637,0,1
GRID_0592,21.644744,80.325542,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,1.538,2.948,0.861,460.87,9.76,143.21,0.3631,-0.0453,0.1969,0.1292,1,1
GRID_0593,21.254598,79.973501,Granite,Granite,Granite,Other,Mixed Terrain,3.311,2.837,0.971,470.78,5.03,244.15,0.2249,-0.0085,0.2191,0.2537,0,1
GRID_0594,21.393817,79.928238,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,3.702,0.244,1.482,396.02,9.02,113.34,0.191,0.0241,0.2499,0.0873,1,1
GRID_0595,21.86227,79.400026,Granite,Granite,Granite,Other,Mixed Terrain,2.623,4.242,1.639,399.7,8.36,204.66,0.5912,0.2414,0.1742,0.2346,0,1
GRID_0596,21.502867,80.285485,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,0.89,3.091,1.296,343.19,1.34,220.61,0.2434,0.3144,0.1257,0.0995,0,1
GRID_0597,21.667424,79.579973,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,0.376,1.441,1.046,279.44,6.32,248.58,0.6736,0.1364,0.3026,0.2102,0,1
GRID_0598,21.246472,79.895374,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,3.276,1.417,2.483,414.06,8.24,272.5,0.3046,0.0545,0.2602,0.3378,1,1
GRID_0599,21.263446,79.597984,Granite,Granite,Granite,Other,Mixed Terrain,5.317,4.367,0.547,464.71,7.55,49.09,0.3823,0.1843,0.1096,0.2154,0,1
GRID_0600,21.134738,79.38736,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,2.029,1.961,2.11,431.36,9.26,347.49,0.85,-0.0963,0.2684,0.1685,1,1
GRID_0601,21.243595,80.081381,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,0.284,3.367,0.222,524.27,8.31,303.71,0.3547,0.2667,0.2273,0.1703,1,1
GRID_0602,21.336802,79.276065,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,4.673,4.485,0.879,459.36,9.36,202.43,0.2757,0.17,0.1488,0.2333,0,1
GRID_0603,21.250459,80.248103,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,0.702,0.858,1.655,486.06,8.67,320.53,0.3757,0.1903,0.2018,0.2036,1,1
GRID_0604,21.175397,79.644622,Granite,Granite,Granite,Other,Mixed Terrain,2.717,1.599,0.831,444.25,7.91,137.68,0.1873,0.1049,0.2658,0.196,1,1
GRID_0605,21.20254,79.200189,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,4.011,0.97,2.175,588.03,8.64,12.34,0.3848,0.0927,0.1705,0.1519,1,1
GRID_0606,21.491662,79.915581,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,0.623,2.092,1.392,388.36,6.55,261.73,0.4416,-0.0509,0.1688,0.1998,1,1
GRID_0607,21.275384,79.265593,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,3.918,0.326,1.665,487.7,6.34,339.6,0.589,0.3015,0.2003,0.0725,0,1
GRID_0608,21.409629,79.586637,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,1.06,2.604,2.108,451.06,8.39,58.27,0.5115,0.0036,0.1739,0.1441,0,1
GRID_0609,21.527905,80.189767,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,4.861,2.362,1.641,492.73,0.2,231.79,0.4533,0.0791,0.1628,0.2873,1,1
GRID_0610,21.686836,79.287765,Granite,Granite,Granite,Other,Mixed Terrain,1.977,1.41,3.707,458.35,6.52,292.83,0.774,0.0473,0.1616,0.2323,0,1
GRID_0611,21.133415,80.375074,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,1.088,2.429,0.822,426.4,5.18,325.82,0.526,0.2966,0.2703,0.1723,1,1
GRID_0612,21.779499,79.205348,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,2.861,1.911,0.769,462.15,4.68,99.55,0.6596,0.0982,0.1765,0.1145,0,1
GRID_0613,21.633715,79.545553,Granite,Granite,Granite,Other,Mixed Terrain,1.359,1.138,2.209,472.78,6.74,46.34,0.5726,0.3149,0.3157,0.3008,0,1
GRID_0614,21.169495,80.237266,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,1.79,2.216,0.42,483.86,2.64,89.23,0.6534,0.2616,0.391,0.1426,1,1
GRID_0615,21.842542,79.642778,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,4.971,0.997,0.92,554.38,6.76,207.98,0.6136,0.0478,0.2286,0.1225,1,1
GRID_0616,21.882742,79.342649,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,4.493,2.035,0.225,446.46,8.93,330.74,0.5635,0.1658,0.3812,0.1904,0,1
GRID_0617,21.151916,79.704327,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,1.38,0.346,3.812,336.72,12.2,209.71,0.5276,-0.0575,0.278,0.1476,0,1
GRID_0618,21.335346,79.578551,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,1.332,1.883,1.224,443.99,16.8,331.06,0.6677,0.2359,0.2514,0.0592,1,1
GRID_0619,21.785271,80.379797,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,1.194,1.593,0.287,392.18,0.69,277.21,0.3363,0.0882,0.2357,0.0935,0,1
GRID_0620,21.736021,79.638687,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,6.73,3.707,3.352,389.85,4.26,215.42,0.3126,0.0321,0.1031,0.1681,1,1
GRID_0621,21.256843,80.304505,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,1.824,1.751,4.805,402.68,6.76,7.85,0.1746,0.1417,0.2085,0.1123,1,1
GRID_0622,21.277947,80.448621,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,3.631,0.579,1.161,353.27,8.55,119.91,0.5139,0.115,0.1613,0.0869,0,1
GRID_0623,21.414901,79.807344,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,3.425,3.67,0.7,250.0,9.46,20.69,0.6159,0.2196,0.3013,0.0921,1,1
GRID_0624,21.511845,80.47392,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,5.376,0.974,1.359,555.39,5.56,116.01,0.2637,0.446,0.3599,0.1688,0,1
GRID_0625,21.625517,79.728245,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,1.521,2.579,1.573,388.48,0.2,22.44,0.3141,0.3652,0.255,0.1723,0,1
GRID_0626,21.413577,80.54971,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,1.246,1.278,0.309,284.27,12.14,60.41,0.6606,0.0129,0.2576,0.2304,0,1
GRID_0627,21.493155,79.325005,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,4.306,1.407,0.623,445.2,10.01,147.85,0.5411,0.3949,0.3074,0.1079,1,1
GRID_0628,21.73535,80.161827,Granite,Granite,Granite,Other,Mixed Terrain,2.222,1.012,0.981,482.33,10.85,185.36,0.5341,0.1866,0.2483,0.1689,0,1
GRID_0629,21.131181,79.89134,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,1.344,0.498,0.823,414.86,7.14,78.17,0.4964,-0.176,0.3242,0.1397,1,1
GRID_0630,21.314571,79.742708,Granite,Granite,Granite,Other,Mixed Terrain,2.866,0.931,3.463,320.47,9.4,263.73,0.3961,0.1482,0.4055,0.2131,0,1
GRID_0631,21.706347,80.085797,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,1.614,2.996,1.085,309.67,0.2,212.53,0.1812,-0.0381,0.3411,0.181,1,1
GRID_0632,21.860926,80.1854,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,7.456,1.88,0.175,623.94,3.72,249.03,0.5247,0.1187,0.1964,0.2006,1,1
GRID_0633,21.534926,79.206109,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,1.916,2.241,1.516,310.12,12.78,263.8,0.7711,0.4472,0.2988,0.2539,0,1
GRID_0634,21.552296,79.433734,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,3.393,1.109,1.171,291.53,8.12,261.69,0.4779,-0.0035,0.1933,0.1919,1,1
GRID_0635,21.191096,80.198264,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,2.83,1.306,0.987,403.76,15.48,337.04,0.247,-0.0076,0.2245,0.2458,1,1
GRID_0636,21.480301,80.13294,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,0.853,1.184,0.208,499.86,4.1,85.4,0.398,0.1662,0.3551,0.1014,1,1
GRID_0637,21.552725,80.552467,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,1.55,2.314,0.953,570.97,18.21,97.26,0.582,0.0655,0.1702,0.0924,1,1
GRID_0638,21.3061,80.265453,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,0.698,2.816,1.385,411.87,18.78,33.91,0.601,0.1442,0.2123,0.2594,0,1
GRID_0639,21.328857,80.531082,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,1.525,1.098,3.633,410.7,5.42,213.33,0.6792,0.1952,0.32,0.1968,0,1
GRID_0640,21.420692,80.183557,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,3.508,2.026,0.754,320.86,6.18,142.27,0.5997,-0.0273,0.18,0.2158,0,1
GRID_0641,21.117061,79.617273,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,1.763,1.172,2.13,522.5,13.01,178.63,0.1104,0.212,0.1058,0.2502,1,1
GRID_0642,21.373767,79.347511,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,2.66,0.835,0.904,424.07,5.75,61.14,0.4667,0.0734,0.1356,0.1346,0,1
GRID_0643,21.279731,80.294553,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,6.881,6.321,1.352,426.85,6.94,233.66,0.1993,0.3301,0.1974,0.1431,0,1
GRID_0644,21.378373,80.101809,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,3.139,0.873,1.741,466.84,5.07,222.85,0.5315,0.0577,0.2373,0.2293,1,1
GRID_0645,21.201798,79.26746,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,2.089,1.907,5.089,455.66,5.17,95.32,0.5472,0.0804,0.2188,0.1593,0,1
GRID_0646,21.856948,79.704071,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,3.261,1.845,2.718,418.08,8.47,167.55,0.2987,0.0496,0.2042,0.1466,0,1
GRID_0647,21.604554,80.53952,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,2.112,1.2,0.509,542.28,6.91,321.95,0.3819,0.122,0.2454,0.1038,0,1
GRID_0648,21.677237,79.900562,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,4.521,1.023,1.475,293.69,0.2,278.46,0.3271,-0.0218,0.2052,0.2336,0,1
